id	genomic.feature	Chr	Start	End
BSU_19090	cds	NC_000964.3	2082531	2083013
BSU_19100	cds	NC_000964.3	2083067	2084008
BSU_19110	cds	NC_000964.3	2084214	2084759
BSU_19120	cds	NC_000964.3	2084786	2085109
BSU_19130	cds	NC_000964.3	2085303	2085980
BSU_19140	cds	NC_000964.3	2086070	2086606
BSU_19150	cds	NC_000964.3	2086743	2087525
BSU_19160	cds	NC_000964.3	2087696	2088193
BSU_19170	cds	NC_000964.3	2088257	2089234
BSU_19180	cds	NC_000964.3	2089396	2090454
BSU_19190	cds	NC_000964.3	2090574	2091686
BSU_19200	cds	NC_000964.3	2091705	2092304
BSU_19210	cds	NC_000964.3	2092899	2093762
BSU_19220	cds	NC_000964.3	2094010	2095785
BSU_19230	cds	NC_000964.3	2096350	2096976
BSU_19240	cds	NC_000964.3	2097126	2097617
BSU_19250	cds	NC_000964.3	2097692	2098024
BSU_19259	cds	NC_000964.3	2098102	2098329
BSU_19260	cds	NC_000964.3	2098316	2098792
BSU_19270	cds	NC_000964.3	2098859	2099122
BSU_19280	cds	NC_000964.3	2099127	2099360
BSU_19290	cds	NC_000964.3	2099446	2099790
BSU_19300	cds	NC_000964.3	2100147	2100350
BSU_19310	cds	NC_000964.3	2100580	2102067
BSU_19320	cds	NC_000964.3	2102168	2104066
BSU_19330	cds	NC_000964.3	2104056	2104901
BSU_19340	cds	NC_000964.3	2104934	2106271
BSU_19350	cds	NC_000964.3	2106490	2107455
BSU_19360	cds	NC_000964.3	2107505	2108758
BSU_19370	cds	NC_000964.3	2108774	2111608
BSU_19380	cds	NC_000964.3	2111837	2113753
BSU_19390	cds	NC_000964.3	2113764	2114678
BSU_19400	cds	NC_000964.3	2114742	2115332
BSU_19410	cds	NC_000964.3	2115425	2116669
BSU_19420	cds	NC_000964.3	2117051	2118268
BSU_19430	cds	NC_000964.3	2118504	2119127
BSU_19440	cds	NC_000964.3	2119393	2120751
BSU_19450	cds	NC_000964.3	2120767	2121615
BSU_19460	cds	NC_000964.3	2121641	2122306
BSU_19470	cds	NC_000964.3	2122325	2122675
BSU_19479	cds	NC_000964.3	2122672	2122950
BSU_19480	cds	NC_000964.3	2123026	2123922
BSU_19490	cds	NC_000964.3	2124021	2124494
BSU_19510	cds	NC_000964.3	2124529	2124765
BSU_19520	cds	NC_000964.3	2124850	2126184
BSU_19530	cds	NC_000964.3	2126549	2126938
BSU_19540	cds	NC_000964.3	2127345	2127683
BSU_19550	cds	NC_000964.3	2127813	2128421
BSU_19560	cds	NC_000964.3	2128464	2129066
BSU_19570	cds	NC_000964.3	2129082	2129993
BSU_19579	cds	NC_000964.3	2130177	2130377
BSU_19580	cds	NC_000964.3	2130377	2131867
BSU_19590	cds	NC_000964.3	2131902	2133302
BSU_19600	cds	NC_000964.3	2133455	2134156
BSU_19610	cds	NC_000964.3	2134244	2134495
BSU_19620	cds	NC_000964.3	2134566	2135387
BSU_19630	cds	NC_000964.3	2135470	2136171
BSU_19639	cds	NC_000964.3	2136373	2136498
BSU_19640	cds	NC_000964.3	2136538	2136852
BSU_19650	cds	NC_000964.3	2136913	2137524
BSU_19660	cds	NC_000964.3	2137602	2137778
BSU_19669	cds	NC_000964.3	2137897	2138040
BSU_19670	cds	NC_000964.3	2138037	2138717
BSU_19680	cds	NC_000964.3	2138868	2139092
BSU_19689	cds	NC_000964.3	2139179	2139457
BSU_19690	cds	NC_000964.3	2139454	2140869
BSU_19700	cds	NC_000964.3	2140898	2141725
BSU_19710	cds	NC_000964.3	2141703	2143013
BSU_19720	cds	NC_000964.3	2143022	2143675
BSU_19730	cds	NC_000964.3	2143660	2144349
BSU_19740	cds	NC_000964.3	2144356	2145690
BSU_19745	cds	NC_000964.3	2145671	2145826
BSU_19749	cds	NC_000964.3	2145820	2146053
BSU_19750	cds	NC_000964.3	2146013	2146792
BSU_19760	cds	NC_000964.3	2146821	2148101
BSU_19770	cds	NC_000964.3	2148166	2148471
BSU_19780	cds	NC_000964.3	2148676	2149077
BSU_19790	cds	NC_000964.3	2149084	2150037
BSU_19800	cds	NC_000964.3	2150108	2151256
BSU_19820	cds	NC_000964.3	2152086	2152262
BSU_19830	cds	NC_000964.3	2152265	2152852
BSU_19840	cds	NC_000964.3	2152927	2153169
BSU_19850	cds	NC_000964.3	2153171	2153356
BSU_19860	cds	NC_000964.3	2153440	2153652
BSU_19870	cds	NC_000964.3	2153718	2154080
BSU_19880	cds	NC_000964.3	2154077	2154250
BSU_19890	cds	NC_000964.3	2154266	2154583
BSU_19900	cds	NC_000964.3	2154596	2154673
BSU_19910	cds	NC_000964.3	2154705	2154851
BSU_19915	cds	NC_000964.3	2154781	2154972
BSU_19920	cds	NC_000964.3	2154887	2155018
BSU_19930	cds	NC_000964.3	2155058	2155249
BSU_19940	cds	NC_000964.3	2155293	2156120
BSU_19950	cds	NC_000964.3	2156239	2156457
BSU_19970	cds	NC_000964.3	2156757	2157110
BSU_19980	cds	NC_000964.3	2157341	2157682
BSU_19990	cds	NC_000964.3	2157829	2158119
BSU_19999	cds	NC_000964.3	2158120	2158287
BSU_20000	cds	NC_000964.3	2158439	2158684
BSU_20010	cds	NC_000964.3	2158724	2159173
BSU_20020	cds	NC_000964.3	2159268	2159696
BSU_20040	cds	NC_000964.3	2159981	2161778
BSU_20050	cds	NC_000964.3	2160565	2161086
BSU_20060	cds	NC_000964.3	2162108	2165614
BSU_20070	cds	NC_000964.3	2165577	2165972
BSU_20080	cds	NC_000964.3	2165972	2166325
BSU_20090	cds	NC_000964.3	2166413	2166613
BSU_20100	cds	NC_000964.3	2166658	2166852
BSU_20110	cds	NC_000964.3	2166873	2167007
BSU_20120	cds	NC_000964.3	2167039	2167509
BSU_20130	cds	NC_000964.3	2167570	2167932
BSU_20140	cds	NC_000964.3	2167975	2168100
BSU_20150	cds	NC_000964.3	2168114	2168461
BSU_20160	cds	NC_000964.3	2168476	2168871
BSU_20170	cds	NC_000964.3	2168910	2169452
BSU_20180	cds	NC_000964.3	2169497	2169676
BSU_20190	cds	NC_000964.3	2169807	2169926
BSU_20200	cds	NC_000964.3	2170030	2170242
BSU_20210	cds	NC_000964.3	2170309	2170491
BSU_20220	cds	NC_000964.3	2170504	2170731
BSU_20230	cds	NC_000964.3	2170771	2171136
BSU_20240	cds	NC_000964.3	2171139	2171357
BSU_20250	cds	NC_000964.3	2171401	2172732
BSU_20260	cds	NC_000964.3	2172781	2172900
BSU_20270	cds	NC_000964.3	2172932	2173450
BSU_20280	cds	NC_000964.3	2173459	2173956
BSU_20290	cds	NC_000964.3	2173956	2174111
BSU_20300	cds	NC_000964.3	2174104	2174319
BSU_20310	cds	NC_000964.3	2174352	2174549
BSU_20320	cds	NC_000964.3	2174585	2174734
BSU_20330	cds	NC_000964.3	2174852	2175568
BSU_20340	cds	NC_000964.3	2175596	2179513
BSU_20350	cds	NC_000964.3	2179526	2181256
BSU_20360	cds	NC_000964.3	2181256	2182392
BSU_20370	cds	NC_000964.3	2182408	2183922
BSU_20380	cds	NC_000964.3	2183937	2184407
BSU_20390	cds	NC_000964.3	2184450	2185421
BSU_20400	cds	NC_000964.3	2185504	2186418
BSU_20410	cds	NC_000964.3	2186440	2186811
BSU_20420	cds	NC_000964.3	2186985	2187299
BSU_20430	cds	NC_000964.3	2187376	2187756
BSU_20440	cds	NC_000964.3	2187819	2188115
BSU_20450	cds	NC_000964.3	2188204	2189964
BSU_20460	cds	NC_000964.3	2189961	2190785
BSU_20470	cds	NC_000964.3	2190884	2191279
BSU_20480	cds	NC_000964.3	2191334	2191555
BSU_20490	cds	NC_000964.3	2191626	2192300
BSU_20500	cds	NC_000964.3	2192370	2193182
BSU_20510	cds	NC_000964.3	2193248	2193661
BSU_20520	cds	NC_000964.3	2193827	2193976
BSU_20530	cds	NC_000964.3	2194053	2194400
BSU_20540	cds	NC_000964.3	2194402	2194758
BSU_20550	cds	NC_000964.3	2194718	2195059
BSU_20560	cds	NC_000964.3	2195173	2195547
BSU_20570	cds	NC_000964.3	2195564	2195782
BSU_20580	cds	NC_000964.3	2195986	2196264
BSU_20590	cds	NC_000964.3	2196389	2197081
BSU_20600	cds	NC_000964.3	2197121	2197324
BSU_20610	cds	NC_000964.3	2197344	2197859
BSU_20620	cds	NC_000964.3	2198070	2198264
BSU_20630	cds	NC_000964.3	2198313	2198765
BSU_20640	cds	NC_000964.3	2198848	2199105
BSU_20650	cds	NC_000964.3	2199150	2199353
BSU_20660	cds	NC_000964.3	2199362	2199526
BSU_20670	cds	NC_000964.3	2199580	2200335
BSU_20680	cds	NC_000964.3	2200376	2200783
BSU_20690	cds	NC_000964.3	2200790	2201128
BSU_20700	cds	NC_000964.3	2201125	2201475
BSU_20710	cds	NC_000964.3	2201488	2201691
BSU_20720	cds	NC_000964.3	2201705	2201983
BSU_20730	cds	NC_000964.3	2201980	2202384
BSU_20740	cds	NC_000964.3	2202381	2202716
BSU_20750	cds	NC_000964.3	2202805	2202999
BSU_20760	cds	NC_000964.3	2203111	2203308
BSU_20770	cds	NC_000964.3	2203378	2203596
BSU_20780	cds	NC_000964.3	2203779	2204003
BSU_20790	cds	NC_000964.3	2204192	2205169
BSU_20800	cds	NC_000964.3	2205193	2206575
BSU_20810	cds	NC_000964.3	2206682	2207758
BSU_20820	cds	NC_000964.3	2207748	2207960
BSU_20830	cds	NC_000964.3	2208008	2208325
BSU_20840	cds	NC_000964.3	2208328	2208528
BSU_20850	cds	NC_000964.3	2208855	2208980
BSU_20860	cds	NC_000964.3	2208994	2210154
BSU_20870	cds	NC_000964.3	2210331	2210747
BSU_20880	cds	NC_000964.3	2210749	2211282
BSU_20890	cds	NC_000964.3	2211309	2211845
BSU_20900	cds	NC_000964.3	2211884	2212015
BSU_20910	cds	NC_000964.3	2212026	2212241
BSU_20920	cds	NC_000964.3	2212245	2212496
BSU_20928	cds	NC_000964.3	2212567	2212746
BSU_20929	cds	NC_000964.3	2212848	2213078
BSU_20930	cds	NC_000964.3	2213083	2213478
BSU_20940	cds	NC_000964.3	2213536	2214864
BSU_20950	cds	NC_000964.3	2214972	2215199
BSU_20960	cds	NC_000964.3	2215460	2216776
BSU_20970	cds	NC_000964.3	2217133	2217639
BSU_20980	cds	NC_000964.3	2217967	2219199
BSU_20990	cds	NC_000964.3	2219281	2219469
BSU_20999	cds	NC_000964.3	2219514	2219765
BSU_21000	cds	NC_000964.3	2219784	2219960
BSU_21010	cds	NC_000964.3	2220335	2220946
BSU_21020	cds	NC_000964.3	2221061	2221387
BSU_21030	cds	NC_000964.3	2222340	2222534
BSU_21040	cds	NC_000964.3	2222574	2225093
BSU_21050	cds	NC_000964.3	2225337	2225615
BSU_21058	cds	NC_000964.3	2226176	2226346
BSU_21060	cds	NC_000964.3	2227297	2227488
BSU_21070	cds	NC_000964.3	2227505	2228722
BSU_21080	cds	NC_000964.3	2228756	2229166
BSU_21090	cds	NC_000964.3	2229385	2229885
BSU_21100	cds	NC_000964.3	2229988	2230908
BSU_21110	cds	NC_000964.3	2230895	2232664
BSU_21120	cds	NC_000964.3	2232682	2234202
BSU_21130	cds	NC_000964.3	2234233	2235669
BSU_21140	cds	NC_000964.3	2235694	2236230
BSU_21150	cds	NC_000964.3	2236269	2237285
BSU_21160	cds	NC_000964.3	2237321	2237791
BSU_21170	cds	NC_000964.3	2237806	2238201
BSU_21180	cds	NC_000964.3	2238198	2238452
BSU_21190	cds	NC_000964.3	2238436	2239086
BSU_21200	cds	NC_000964.3	2239083	2239589
BSU_21210	cds	NC_000964.3	2239586	2240296
BSU_21220	cds	NC_000964.3	2240339	2241136
BSU_21229	cds	NC_000964.3	2241154	2241765
BSU_21230	cds	NC_000964.3	2241765	2241992
BSU_21240	cds	NC_000964.3	2242056	2242412
BSU_21250	cds	NC_000964.3	2242414	2243631
BSU_21260	cds	NC_000964.3	2243642	2243992
BSU_21270	cds	NC_000964.3	2243989	2244180
BSU_21280	cds	NC_000964.3	2244230	2244730
BSU_21290	cds	NC_000964.3	2244714	2245133
BSU_21300	cds	NC_000964.3	2245147	2246148
BSU_21310	cds	NC_000964.3	2246151	2246480
BSU_21320	cds	NC_000964.3	2246656	2247342
BSU_21329	cds	NC_000964.3	2247367	2247543
BSU_21330	cds	NC_000964.3	2247889	2248335
BSU_21340	cds	NC_000964.3	2248417	2249100
BSU_21350	cds	NC_000964.3	2249154	2256011
BSU_21360	cds	NC_000964.3	2256062	2256820
BSU_21370	cds	NC_000964.3	2256832	2259459
BSU_21380	cds	NC_000964.3	2259475	2260296
BSU_21390	cds	NC_000964.3	2260333	2262267
BSU_21400	cds	NC_000964.3	2262437	2263261
BSU_21409	cds	NC_000964.3	2263251	2263469
BSU_21410	cds	NC_000964.3	2263489	2264592
BSU_21420	cds	NC_000964.3	2264680	2264892
BSU_21430	cds	NC_000964.3	2264903	2265169
BSU_21440	cds	NC_000964.3	2265225	2265671
BSU_21450	cds	NC_000964.3	2265668	2266936
BSU_21460	cds	NC_000964.3	2266936	2267349
BSU_21470	cds	NC_000964.3	2267346	2269463
BSU_21480	cds	NC_000964.3	2269521	2269691
BSU_21490	cds	NC_000964.3	2269988	2270305
BSU_21500	cds	NC_000964.3	2270407	2271657
BSU_21510	cds	NC_000964.3	2271650	2271982
BSU_21520	cds	NC_000964.3	2272156	2272491
BSU_21530	cds	NC_000964.3	2272534	2272890
BSU_21540	cds	NC_000964.3	2272896	2273363
BSU_21546	cds	NC_000964.3	2273594	2273710
BSU_21550	cds	NC_000964.3	2273989	2274522
BSU_21560	cds	NC_000964.3	2274558	2275136
BSU_21570	cds	NC_000964.3	2275200	2275697
BSU_21580	cds	NC_000964.3	2275706	2277421
BSU_21590	cds	NC_000964.3	2277521	2278078
BSU_21600	cds	NC_000964.3	2278602	2279675
BSU_21610	cds	NC_000964.3	2279977	2280867
BSU_21620	cds	NC_000964.3	2280881	2281363
BSU_21630	cds	NC_000964.3	2281667	2282485
BSU_21638	cds	NC_000964.3	2282505	2282639
BSU_21639	cds	NC_000964.3	2282801	2282956
BSU_21640	cds	NC_000964.3	2283136	2283651
BSU_21650	cds	NC_000964.3	2283858	2284568
BSU_21660	cds	NC_000964.3	2284771	2286408
BSU_21680	cds	NC_000964.3	2287097	2287528
BSU_21690	cds	NC_000964.3	2287529	2288062
BSU_21700	cds	NC_000964.3	2288194	2288619
BSU_21710	cds	NC_000964.3	2288669	2290006
BSU_21720	cds	NC_000964.3	2290078	2290272
BSU_21730	cds	NC_000964.3	2290285	2290848
BSU_21740	cds	NC_000964.3	2290858	2291625
BSU_21750	cds	NC_000964.3	2291703	2292284
BSU_21760	cds	NC_000964.3	2292432	2292683
BSU_21770	cds	NC_000964.3	2292769	2294037
BSU_21780	cds	NC_000964.3	2294286	2295281
BSU_21790	cds	NC_000964.3	2295302	2295943
BSU_21800	cds	NC_000964.3	2295982	2296602
BSU_21810	cds	NC_000964.3	2296603	2297109
BSU_21820	cds	NC_000964.3	2297106	2297900
BSU_21830	cds	NC_000964.3	2297984	2298517
BSU_21840	cds	NC_000964.3	2298535	2299146
BSU_21850	cds	NC_000964.3	2299406	2300179
BSU_21860	cds	NC_000964.3	2300221	2300655
BSU_21870	cds	NC_000964.3	2300762	2302438
BSU_21880	cds	NC_000964.3	2302727	2303860
BSU_21890	cds	NC_000964.3	2303920	2304537
BSU_21900	cds	NC_000964.3	2304553	2305035
BSU_21910	cds	NC_000964.3	2305378	2306283
BSU_21920	cds	NC_000964.3	2306514	2307662
BSU_21925	cds	NC_000964.3	2307743	2307889
BSU_21930	cds	NC_000964.3	2307905	2308105
BSU_21940	cds	NC_000964.3	2308157	2308339
BSU_21950	cds	NC_000964.3	2308495	2308764
BSU_21960	cds	NC_000964.3	2308792	2308974
BSU_21970	cds	NC_000964.3	2308967	2309647
BSU_21980	cds	NC_000964.3	2309730	2310419
BSU_21990	cds	NC_000964.3	2310419	2310817
BSU_22000	cds	NC_000964.3	2310859	2310987
BSU_22010	cds	NC_000964.3	2310995	2311885
BSU_22019	cds	NC_000964.3	2311986	2312132
BSU_22020	cds	NC_000964.3	2312207	2312464
BSU_22030	cds	NC_000964.3	2312529	2316110
BSU_22036	cds	NC_000964.3	2316286	2316375
BSU_22040	cds	NC_000964.3	2316446	2316952
BSU_22050	cds	NC_000964.3	2316956	2318053
BSU_22060	cds	NC_000964.3	2318127	2319443
BSU_22070	cds	NC_000964.3	2319440	2320024
BSU_22080	cds	NC_000964.3	2320355	2321860
BSU_22090	cds	NC_000964.3	2321972	2322964
BSU_22100	cds	NC_000964.3	2323009	2323599
BSU_22110	cds	NC_000964.3	2323601	2324575
BSU_22120	cds	NC_000964.3	2324613	2325632
BSU_22130	cds	NC_000964.3	2325854	2326681
BSU_22140	cds	NC_000964.3	2326683	2327447
BSU_22150	cds	NC_000964.3	2327488	2329413
BSU_22160	cds	NC_000964.3	2329515	2329706
BSU_22169	cds	NC_000964.3	2329870	2330022
BSU_22170	cds	NC_000964.3	2330075	2331232
BSU_22180	cds	NC_000964.3	2331779	2332075
BSU_22190	cds	NC_000964.3	2332153	2332782
BSU_22200	cds	NC_000964.3	2332784	2333011
BSU_22205	cds	NC_000964.3	2333095	2333223
BSU_22210	cds	NC_000964.3	2333324	2334565
BSU_22220	cds	NC_000964.3	2334581	2336830
BSU_22230	cds	NC_000964.3	2336933	2337439
BSU_22240	cds	NC_000964.3	2337577	2337996
BSU_22250	cds	NC_000964.3	2338017	2338394
BSU_22260	cds	NC_000964.3	2338582	2338770
BSU_22270	cds	NC_000964.3	2338809	2339180
BSU_22280	cds	NC_000964.3	2339226	2339471
BSU_22290	cds	NC_000964.3	2339670	2339774
BSU_22300	cds	NC_000964.3	2339799	2340761
BSU_22310	cds	NC_000964.3	2340802	2341422
BSU_22320	cds	NC_000964.3	2341444	2344188
BSU_22330	cds	NC_000964.3	2344264	2344758
BSU_22340	cds	NC_000964.3	2344755	2345414
BSU_22350	cds	NC_000964.3	2345433	2346131
BSU_22360	cds	NC_000964.3	2346224	2347516
BSU_22370	cds	NC_000964.3	2347660	2348841
BSU_22380	cds	NC_000964.3	2348864	2349349
BSU_22390	cds	NC_000964.3	2349358	2349528
BSU_22400	cds	NC_000964.3	2349671	2352466
BSU_22410	cds	NC_000964.3	2352592	2352975
BSU_22420	cds	NC_000964.3	2352977	2353837
BSU_22430	cds	NC_000964.3	2353839	2354672
BSU_22440	cds	NC_000964.3	2354918	2355895
BSU_22450	cds	NC_000964.3	2355880	2357073
BSU_22460	cds	NC_000964.3	2357078	2358211
BSU_22470	cds	NC_000964.3	2358208	2358918
BSU_22480	cds	NC_000964.3	2358911	2359324
BSU_22490	cds	NC_000964.3	2359340	2360143
BSU_22500	cds	NC_000964.3	2360155	2360490
BSU_22510	cds	NC_000964.3	2360630	2361502
BSU_22520	cds	NC_000964.3	2361544	2362338
BSU_22530	cds	NC_000964.3	2362407	2362964
BSU_22540	cds	NC_000964.3	2363111	2363878
BSU_22550	cds	NC_000964.3	2363913	2364587
BSU_22560	cds	NC_000964.3	2364589	2365092
BSU_22570	cds	NC_000964.3	2365235	2365681
BSU_22580	cds	NC_000964.3	2365736	2366275
BSU_22590	cds	NC_000964.3	2366347	2367618
BSU_22600	cds	NC_000964.3	2367954	2369240
BSU_22610	cds	NC_000964.3	2369251	2370366
BSU_22620	cds	NC_000964.3	2370415	2371497
BSU_22630	cds	NC_000964.3	2371508	2372311
BSU_22640	cds	NC_000964.3	2372304	2373506
BSU_22650	cds	NC_000964.3	2373487	2374134
BSU_22670	cds	NC_000964.3	2374881	2375897
BSU_22680	cds	NC_000964.3	2375869	2377416
BSU_22690	cds	NC_000964.3	2377632	2378015
BSU_22700	cds	NC_000964.3	2378012	2379100
BSU_22710	cds	NC_000964.3	2379100	2380272
BSU_22720	cds	NC_000964.3	2380347	2381117
BSU_22730	cds	NC_000964.3	2381354	2381803
BSU_22740	cds	NC_000964.3	2381919	2382965
BSU_22750	cds	NC_000964.3	2382907	2383608
BSU_22760	cds	NC_000964.3	2383615	2384370
BSU_22770	cds	NC_000964.3	2384534	2384761
BSU_22780	cds	NC_000964.3	2384783	2385355
BSU_22790	cds	NC_000964.3	2385543	2385821
BSU_22800	cds	NC_000964.3	2386195	2387673
BSU_22810	cds	NC_000964.3	2387854	2388588
BSU_22820	cds	NC_000964.3	2388610	2388813
BSU_22830	cds	NC_000964.3	2389151	2390188
BSU_22840	cds	NC_000964.3	2390206	2391516
BSU_22849	cds	NC_000964.3	2391670	2391864
BSU_22850	cds	NC_000964.3	2391861	2392754
BSU_22860	cds	NC_000964.3	2392751	2393350
BSU_22869	cds	NC_000964.3	2393428	2393559
BSU_22870	cds	NC_000964.3	2393602	2394651
BSU_22880	cds	NC_000964.3	2394664	2395812
BSU_22890	cds	NC_000964.3	2396045	2396719
BSU_22900	cds	NC_000964.3	2396798	2396974
BSU_22910	cds	NC_000964.3	2397019	2397672
BSU_22920	cds	NC_000964.3	2397765	2399117
BSU_22930	cds	NC_000964.3	2399152	2400069
BSU_22940	cds	NC_000964.3	2400208	2400864
BSU_22950	cds	NC_000964.3	2400984	2401958
BSU_22960	cds	NC_000964.3	2402067	2403350
BSU_22970	cds	NC_000964.3	2403506	2404090
BSU_22980	cds	NC_000964.3	2404249	2405028
BSU_22990	cds	NC_000964.3	2405114	2405557
BSU_23000	cds	NC_000964.3	2405620	2406342
BSU_23010	cds	NC_000964.3	2406293	2406862
BSU_23020	cds	NC_000964.3	2406922	2408412
BSU_23030	cds	NC_000964.3	2408405	2409463
BSU_23040	cds	NC_000964.3	2409729	2409977
BSU_23050	cds	NC_000964.3	2410017	2410589
BSU_23070	cds	NC_000964.3	2411086	2412663
BSU_23080	cds	NC_000964.3	2412706	2413473
BSU_23090	cds	NC_000964.3	2413585	2414691
BSU_23100	cds	NC_000964.3	2414627	2415211
BSU_23110	cds	NC_000964.3	2415415	2417184
BSU_23120	cds	NC_000964.3	2417181	2417903
BSU_23130	cds	NC_000964.3	2417984	2419159
BSU_23140	cds	NC_000964.3	2419179	2420807
BSU_23150	cds	NC_000964.3	2420804	2421343
BSU_23160	cds	NC_000964.3	2421438	2422172
BSU_23170	cds	NC_000964.3	2422264	2422800
BSU_23180	cds	NC_000964.3	2422805	2423395
BSU_23190	cds	NC_000964.3	2423383	2424531
BSU_23200	cds	NC_000964.3	2424654	2425193
BSU_23210	cds	NC_000964.3	2425248	2425841
BSU_23220	cds	NC_000964.3	2425831	2426586
BSU_23230	cds	NC_000964.3	2426867	2427391
BSU_23240	cds	NC_000964.3	2427405	2427779
BSU_23250	cds	NC_000964.3	2427892	2428356
BSU_23260	cds	NC_000964.3	2428389	2429585
BSU_23270	cds	NC_000964.3	2429600	2430247
BSU_23280	cds	NC_000964.3	2430258	2431343
BSU_23300	cds	NC_000964.3	2431737	2432081
BSU_23310	cds	NC_000964.3	2432316	2432870
BSU_23320	cds	NC_000964.3	2433137	2433373
BSU_23328	cds	NC_000964.3	2433316	2433522
BSU_23340	cds	NC_000964.3	2434143	2434346
BSU_23350	cds	NC_000964.3	2435012	2435224
BSU_23360	cds	NC_000964.3	2435360	2435791
BSU_23370	cds	NC_000964.3	2436045	2436917
BSU_23380	cds	NC_000964.3	2436947	2438266
BSU_23390	cds	NC_000964.3	2438372	2439853
BSU_23401	cds	NC_000964.3	2439804	2440415
BSU_23402	cds	NC_000964.3	2440423	2440773
BSU_23410	cds	NC_000964.3	2440775	2441791
BSU_23420	cds	NC_000964.3	2441804	2442256
BSU_23430	cds	NC_000964.3	2442269	2442694
BSU_23440	cds	NC_000964.3	2442684	2443304
BSU_23450	cds	NC_000964.3	2443429	2444196
BSU_23460	cds	NC_000964.3	2444208	2444648
BSU_23470	cds	NC_000964.3	2444645	2444998
BSU_23480	cds	NC_000964.3	2445094	2446263
BSU_23490	cds	NC_000964.3	2446418	2447233
BSU_23500	cds	NC_000964.3	2447246	2448430
BSU_23510	cds	NC_000964.3	2448591	2449481
BSU_23519	cds	NC_000964.3	2449489	2449716
BSU_23520	cds	NC_000964.3	2449841	2450290
BSU_23530	cds	NC_000964.3	2450403	2451047
BSU_23540	cds	NC_000964.3	2451148	2451363
BSU_23550	cds	NC_000964.3	2451463	2452782
BSU_23560	cds	NC_000964.3	2452800	2454206
BSU_23570	cds	NC_000964.3	2454347	2455774
BSU_23580	cds	NC_000964.3	2455819	2456808
BSU_23590	cds	NC_000964.3	2456990	2457340
BSU_23600	cds	NC_000964.3	2457349	2458512
BSU_23610	cds	NC_000964.3	2458509	2459066
BSU_23616	cds	NC_000964.3	2459141	2459263
BSU_23620	cds	NC_000964.3	2459326	2460246
BSU_23630	cds	NC_000964.3	2460278	2460502
BSU_23640	cds	NC_000964.3	2460664	2461581
BSU_23650	cds	NC_000964.3	2461621	2461860
BSU_23660	cds	NC_000964.3	2461873	2462196
BSU_23670	cds	NC_000964.3	2462193	2463224
BSU_23680	cds	NC_000964.3	2463217	2463561
BSU_23690	cds	NC_000964.3	2463571	2464041
BSU_23700	cds	NC_000964.3	2464227	2464565
BSU_23710	cds	NC_000964.3	2464562	2465800
BSU_23720	cds	NC_000964.3	2465966	2466172
BSU_23730	cds	NC_000964.3	2466721	2467953
BSU_23740	cds	NC_000964.3	2467800	2468162
BSU_23750	cds	NC_000964.3	2468159	2468545
BSU_23760	cds	NC_000964.3	2468549	2469508
BSU_23770	cds	NC_000964.3	2469580	2470926
BSU_23780	cds	NC_000964.3	2471002	2471781
BSU_23790	cds	NC_000964.3	2471787	2472746
BSU_23800	cds	NC_000964.3	2473151	2473987
BSU_23810	cds	NC_000964.3	2474028	2475671
BSU_23820	cds	NC_000964.3	2475843	2476859
BSU_23830	cds	NC_000964.3	2476969	2477730
BSU_23840	cds	NC_000964.3	2478006	2478929
BSU_23850	cds	NC_000964.3	2479156	2480625
BSU_23860	cds	NC_000964.3	2480750	2482159
BSU_23870	cds	NC_000964.3	2482269	2483513
BSU_23880	cds	NC_000964.3	2483586	2483873
BSU_23890	cds	NC_000964.3	2483904	2484731
BSU_23900	cds	NC_000964.3	2484911	2485639
BSU_23910	cds	NC_000964.3	2485680	2486795
BSU_23920	cds	NC_000964.3	2486813	2488336
BSU_23930	cds	NC_000964.3	2488329	2488751
BSU_23940	cds	NC_000964.3	2488953	2489483
BSU_23950	cds	NC_000964.3	2489535	2490503
BSU_23960	cds	NC_000964.3	2490574	2491296
BSU_23970	cds	NC_000964.3	2491289	2491948
BSU_23980	cds	NC_000964.3	2492029	2492796
BSU_23990	cds	NC_000964.3	2493064	2493501
BSU_24000	cds	NC_000964.3	2493662	2494555
BSU_24010	cds	NC_000964.3	2494656	2495825
BSU_24020	cds	NC_000964.3	2495898	2496734
BSU_24030	cds	NC_000964.3	2496796	2498070
BSU_24040	cds	NC_000964.3	2498093	2499076
BSU_24050	cds	NC_000964.3	2499090	2500082
BSU_24060	cds	NC_000964.3	2500104	2501528
BSU_24070	cds	NC_000964.3	2501549	2502640
BSU_24080	cds	NC_000964.3	2502659	2503753
BSU_24090	cds	NC_000964.3	2503765	2504664
BSU_24100	cds	NC_000964.3	2504789	2506867
BSU_24110	cds	NC_000964.3	2507020	2507256
BSU_24120	cds	NC_000964.3	2507298	2508203
BSU_24130	cds	NC_000964.3	2508221	2509639
BSU_24140	cds	NC_000964.3	2509654	2510772
BSU_24150	cds	NC_000964.3	2510806	2511945
BSU_24160	cds	NC_000964.3	2511973	2512836
BSU_24170	cds	NC_000964.3	2512861	2514042
BSU_24180	cds	NC_000964.3	2514169	2514900
BSU_24190	cds	NC_000964.3	2514979	2515599
BSU_24200	cds	NC_000964.3	2515614	2515907
BSU_24205	cds	NC_000964.3	2516215	2516367
BSU_24210	cds	NC_000964.3	2516440	2517558
BSU_24220	cds	NC_000964.3	2518023	2518826
